"ARPU_BANDS","ARPU","3"
"1001-5000",3184,10
"1001-5000",3211,12
"1001-5000",3236,16
"1001-5000",3248,12
"1001-5000",3253,20
"1001-5000",3262,22
"1001-5000",3281,20
"1001-5000",3309,18
"1001-5000",3311,16
"1001-5000",3335,20
"1001-5000",3357,10
"1001-5000",3359,10
"1001-5000",3364,8
"1001-5000",3374,16
"1001-5000",3380,14
"1001-5000",3398,16
"1001-5000",3399,18
"1001-5000",3412,8
"1001-5000",3421,14
"1001-5000",3424,4
"1001-5000",3429,6
"1001-5000",3432,12
"1001-5000",3443,10
"1001-5000",3494,12
"1001-5000",3507,20
"1001-5000",3514,14
"1001-5000",3515,14
"1001-5000",3516,4
"1001-5000",3518,8
"1001-5000",3556,8
"1001-5000",3568,10
"1001-5000",3600,14
"1001-5000",3604,6
"1001-5000",3609,6
"1001-5000",3612,2
"1001-5000",3620,6
"1001-5000",3630,14
"1001-5000",3636,12
"1001-5000",3643,12
"1001-5000",3647,12
"1001-5000",3655,6
"1001-5000",3669,10
"1001-5000",3679,4
"1001-5000",3688,10
"1001-5000",3696,14
"1001-5000",3733,4
"1001-5000",3750,10
"1001-5000",3774,6
"1001-5000",3795,4
"1001-5000",3797,8
"1001-5000",3808,6
"1001-5000",3811,4
"1001-5000",3845,10
"1001-5000",3856,4
"1001-5000",3858,4
"1001-5000",3871,6
"1001-5000",3872,6
"1001-5000",3881,8
"1001-5000",3899,2
"1001-5000",3909,6
"1001-5000",3924,4
"1001-5000",3946,2
"1001-5000",3948,6
"1001-5000",3955,6
"1001-5000",3964,2
"1001-5000",3972,6
"1001-5000",3979,6
"1001-5000",4002,12
"1001-5000",4006,10
"1001-5000",4016,4
"1001-5000",4026,10
"1001-5000",4053,4
"1001-5000",4062,2
"1001-5000",4064,2
"1001-5000",4103,2
"1001-5000",4144,2
"1001-5000",4154,6
"1001-5000",4156,6
"1001-5000",4160,2
"1001-5000",4198,6
"1001-5000",4210,6
"1001-5000",4230,6
"1001-5000",4238,6
"1001-5000",4248,8
"1001-5000",4249,4
"1001-5000",4254,4
"1001-5000",4257,6
"1001-5000",4260,2
"1001-5000",4274,4
"1001-5000",4298,2
"1001-5000",4302,2
"1001-5000",4331,2
"1001-5000",4338,2
"1001-5000",4345,2
"1001-5000",4360,6
"1001-5000",4376,4
"1001-5000",4387,2
"1001-5000",4406,2
"1001-5000",4422,6
"1001-5000",4425,4
"1001-5000",4449,6
"1001-5000",4465,4
"1001-5000",4492,2
"1001-5000",4510,2
"1001-5000",4511,6
"1001-5000",4530,2
"1001-5000",4553,2
"1001-5000",4599,4
"1001-5000",4624,2
"1001-5000",4631,2
"1001-5000",4633,2
"1001-5000",4660,2
"1001-5000",4671,2
"1001-5000",4703,2
"1001-5000",4704,2
"1001-5000",4769,2
"1001-5000",4774,2
"1001-5000",4796,2
"1001-5000",4847,4
"1001-5000",4859,2
"1001-5000",4880,4
"1001-5000",4882,2
"1001-5000",4967,2
"1001-5000",4980,2
"101-200",101,26370
"101-200",104,26870
"101-200",113,24020
"101-200",119,30908
"101-200",162,21124
"101-200",177,16548
"101-200",180,43650
"101-200",191,15360
"11-20",20,182892
"201-500",257,10878
"201-500",258,11360
"201-500",259,12936
"201-500",272,10400
"201-500",274,11290
"201-500",276,10012
"201-500",286,9236
"201-500",293,8986
"201-500",306,9252
"201-500",307,8580
"201-500",310,12492
"201-500",316,8478
"201-500",344,7878
"201-500",350,11642
"201-500",361,6850
"201-500",373,6120
"201-500",376,5906
"201-500",403,5930
"201-500",425,6074
"201-500",434,5344
"201-500",467,4280
"201-500",472,4026
"201-500",477,4160
"201-500",482,3994
"500-1000",509,4326
"500-1000",523,3564
"500-1000",534,3576
"500-1000",542,3454
"500-1000",549,4356
"500-1000",571,3054
"500-1000",590,4094
"500-1000",593,2970
"500-1000",597,2844
"500-1000",616,2448
"500-1000",627,2552
"500-1000",654,2644
"500-1000",669,2540
"500-1000",676,2312
"500-1000",680,3080
"500-1000",695,2632
"500-1000",710,2620
"500-1000",714,2214
"500-1000",725,2400
"500-1000",729,2118
"500-1000",740,2566
"500-1000",744,2000
"500-1000",759,1918
"500-1000",772,1762
"500-1000",791,1522
"500-1000",799,1924
"500-1000",806,1514
"500-1000",813,1492
"500-1000",816,1474
"500-1000",828,1456
"500-1000",850,1884
"500-1000",862,1264
"500-1000",869,1580
"500-1000",873,1326
"500-1000",888,1298
"500-1000",892,1164
"500-1000",911,1222
"500-1000",918,1172
"500-1000",937,1002
"500-1000",952,1080
"500-1000",967,930
"500-1000",974,1084
"500-1000",978,958
"500-1000",989,1092
"500-1000",993,918
"51-100",57,45262
"51-100",68,41944
"51-100",75,35742
GREATER 5000,5012,2
GREATER 5000,5016,2
GREATER 5000,5058,2
GREATER 5000,5079,2
GREATER 5000,5081,2
GREATER 5000,5150,2
GREATER 5000,5168,2
GREATER 5000,5204,2
GREATER 5000,5260,2
GREATER 5000,5406,2
GREATER 5000,5446,2
GREATER 5000,5460,2
GREATER 5000,5461,4
GREATER 5000,5480,4
GREATER 5000,5572,2
GREATER 5000,5585,2
GREATER 5000,5587,4
GREATER 5000,5682,2
GREATER 5000,5690,2
GREATER 5000,5709,2
GREATER 5000,5724,2
GREATER 5000,6002,2
GREATER 5000,6020,2
GREATER 5000,6030,2
GREATER 5000,6054,2
GREATER 5000,6083,2
GREATER 5000,6100,2
GREATER 5000,6143,2
GREATER 5000,6204,2
GREATER 5000,6422,2
GREATER 5000,6500,2
GREATER 5000,6550,2
GREATER 5000,6708,2
GREATER 5000,6917,2
GREATER 5000,7005,2
GREATER 5000,7027,2
GREATER 5000,7078,2
GREATER 5000,7237,2
GREATER 5000,7300,2
GREATER 5000,7573,2
GREATER 5000,7878,2
GREATER 5000,9153,2
GREATER 5000,9222,2
GREATER 5000,9997,2
GREATER 5000,10079,2
GREATER 5000,27185,2
GREATER 5000,44559,2
OTHERS,-1000,8
OTHERS,-880,4
OTHERS,-862,2
OTHERS,-860,2
OTHERS,-601,2
OTHERS,-408,2
OTHERS,-372,2
OTHERS,-291,2
OTHERS,-255,2
OTHERS,-124,4
OTHERS,-121,2
OTHERS,-95,4
OTHERS,-91,6
OTHERS,-53,4
OTHERS,-4,52
OTHERS,-3,50
OTHERS,-2,114
OTHERS,-1,180
"0-10",0,3166102
"1001-5000",1026,890
"1001-5000",1041,900
"1001-5000",1048,978
"1001-5000",1075,916
"1001-5000",1078,934
"1001-5000",1084,958
"1001-5000",1105,860
"1001-5000",1121,722
"1001-5000",1141,700
"1001-5000",1159,810
"1001-5000",1176,672
"1001-5000",1199,872
"1001-5000",1202,670
"1001-5000",1213,640
"1001-5000",1224,622
"1001-5000",1227,552
"1001-5000",1239,620
"1001-5000",1253,558
"1001-5000",1271,524
"1001-5000",1272,494
"1001-5000",1280,628
"1001-5000",1315,608
"1001-5000",1326,430
"1001-5000",1335,522
"1001-5000",1369,504
"1001-5000",1382,376
"1001-5000",1388,420
"1001-5000",1412,402
"1001-5000",1439,396
"1001-5000",1445,422
"1001-5000",1464,350
"1001-5000",1469,422
"1001-5000",1484,340
"1001-5000",1486,296
"1001-5000",1490,406
"1001-5000",1492,294
"1001-5000",1499,404
"1001-5000",1524,370
"1001-5000",1525,324
"1001-5000",1537,304
"1001-5000",1551,272
"1001-5000",1576,274
"1001-5000",1633,254
"1001-5000",1661,224
"1001-5000",1677,160
"1001-5000",1678,242
"1001-5000",1687,176
"1001-5000",1725,232
"1001-5000",1746,204
"1001-5000",1772,138
"1001-5000",1780,240
"1001-5000",1789,212
"1001-5000",1790,202
"1001-5000",1791,210
"1001-5000",1793,190
"1001-5000",1794,200
"1001-5000",1796,190
"1001-5000",1826,148
"1001-5000",1833,180
"1001-5000",1840,208
"1001-5000",1859,184
"1001-5000",1879,128
"1001-5000",1889,206
"1001-5000",1891,160
"1001-5000",1895,206
"1001-5000",1905,170
"1001-5000",1906,156
"1001-5000",1932,146
"1001-5000",1943,136
"1001-5000",1972,138
"1001-5000",1981,136
"1001-5000",1987,132
"1001-5000",2036,132
"1001-5000",2042,126
"1001-5000",2052,148
"1001-5000",2083,134
"1001-5000",2089,158
"1001-5000",2115,114
"1001-5000",2140,162
"1001-5000",2147,98
"1001-5000",2150,192
"1001-5000",2154,112
"1001-5000",2162,92
"1001-5000",2180,128
"1001-5000",2189,124
"1001-5000",2193,68
"1001-5000",2225,94
"1001-5000",2233,80
"1001-5000",2250,188
"1001-5000",2258,114
"1001-5000",2260,96
"1001-5000",2284,68
"1001-5000",2289,72
"1001-5000",2292,74
"1001-5000",2303,86
"1001-5000",2307,78
"1001-5000",2344,80
"1001-5000",2368,78
"1001-5000",2403,62
"1001-5000",2406,68
"1001-5000",2410,78
"1001-5000",2412,48
"1001-5000",2426,64
"1001-5000",2444,58
"1001-5000",2445,66
"1001-5000",2455,54
"1001-5000",2462,36
"1001-5000",2463,46
"1001-5000",2465,62
"1001-5000",2493,58
"1001-5000",2505,80
"1001-5000",2538,60
"1001-5000",2540,54
"1001-5000",2548,44
"1001-5000",2559,42
"1001-5000",2566,48
"1001-5000",2570,52
"1001-5000",2571,32
"1001-5000",2577,54
"1001-5000",2588,64
"1001-5000",2616,38
"1001-5000",2622,48
"1001-5000",2642,40
"1001-5000",2654,50
"1001-5000",2669,28
"1001-5000",2714,36
"1001-5000",2728,42
"1001-5000",2734,32
"1001-5000",2753,38
"1001-5000",2757,26
"1001-5000",2763,26
"1001-5000",2821,26
"1001-5000",2832,38
"1001-5000",2836,34
"1001-5000",2842,26
"1001-5000",2845,36
"1001-5000",2848,28
"1001-5000",2862,20
"1001-5000",2868,54
"1001-5000",2887,24
"1001-5000",2888,34
"1001-5000",2891,22
"1001-5000",2899,50
"1001-5000",2900,38
"1001-5000",2901,38
"1001-5000",2904,26
"1001-5000",2911,22
"1001-5000",2917,16
"1001-5000",2920,38
"1001-5000",2924,30
"1001-5000",2931,4
"1001-5000",2940,18
"1001-5000",2976,24
"1001-5000",2978,28
"1001-5000",2992,28
"1001-5000",2995,18
"1001-5000",2997,42
"1001-5000",2998,32
"1001-5000",3003,22
"1001-5000",3004,36
"1001-5000",3012,26
"1001-5000",3020,50
"1001-5000",3025,24
"1001-5000",3067,18
"1001-5000",3082,22
"1001-5000",3093,14
"1001-5000",3095,32
"1001-5000",3099,54
"1001-5000",3109,30
"1001-5000",3128,18
"1001-5000",3133,20
"1001-5000",3137,12
"1001-5000",3140,18
"1001-5000",3153,22
"1001-5000",3177,20
"1001-5000",3200,34
"1001-5000",3202,8
"1001-5000",3207,4
"1001-5000",3226,14
"1001-5000",3229,12
"1001-5000",3244,14
"1001-5000",3255,16
"1001-5000",3265,4
"1001-5000",3275,10
"1001-5000",3302,14
"1001-5000",3315,8
"1001-5000",3340,16
"1001-5000",3347,6
"1001-5000",3349,16
"1001-5000",3351,24
"1001-5000",3353,18
"1001-5000",3354,16
"1001-5000",3355,12
"1001-5000",3361,20
"1001-5000",3381,12
"1001-5000",3389,18
"1001-5000",3410,8
"1001-5000",3433,16
"1001-5000",3444,20
"1001-5000",3456,4
"1001-5000",3466,18
"1001-5000",3499,16
"1001-5000",3501,8
"1001-5000",3528,18
"1001-5000",3531,10
"1001-5000",3554,12
"1001-5000",3557,6
"1001-5000",3561,12
"1001-5000",3571,2
"1001-5000",3605,10
"1001-5000",3623,14
"1001-5000",3628,16
"1001-5000",3629,14
"1001-5000",3645,4
"1001-5000",3649,8
"1001-5000",3652,6
"1001-5000",3693,4
"1001-5000",3712,8
"1001-5000",3713,8
"1001-5000",3719,8
"1001-5000",3730,8
"1001-5000",3738,8
"1001-5000",3756,4
"1001-5000",3757,8
"1001-5000",3784,2
"1001-5000",3800,6
"1001-5000",3805,12
"1001-5000",3817,8
"1001-5000",3827,6
"1001-5000",3849,6
"1001-5000",3859,2
"1001-5000",3861,8
"1001-5000",3873,4
"1001-5000",3877,4
"1001-5000",3905,6
"1001-5000",3928,4
"1001-5000",3934,6
"1001-5000",3950,6
"1001-5000",3961,8
"1001-5000",3963,4
"1001-5000",3968,4
"1001-5000",3971,6
"1001-5000",3977,6
"1001-5000",3978,4
"1001-5000",3994,6
"1001-5000",3995,12
"1001-5000",3996,8
"1001-5000",4011,10
"1001-5000",4012,8
"1001-5000",4014,4
"1001-5000",4022,6
"1001-5000",4043,6
"1001-5000",4056,10
"1001-5000",4061,10
"1001-5000",4069,4
"1001-5000",4096,4
"1001-5000",4118,8
"1001-5000",4145,4
"1001-5000",4201,8
"1001-5000",4222,6
"1001-5000",4229,6
"1001-5000",4276,2
"1001-5000",4280,4
"1001-5000",4281,4
"1001-5000",4288,2
"1001-5000",4315,2
"1001-5000",4316,4
"1001-5000",4352,2
"1001-5000",4366,10
"1001-5000",4395,2
"1001-5000",4399,6
"1001-5000",4402,4
"1001-5000",4428,4
"1001-5000",4439,2
"1001-5000",4450,6
"1001-5000",4463,2
"1001-5000",4471,4
"1001-5000",4477,2
"1001-5000",4485,2
"1001-5000",4584,4
"1001-5000",4593,2
"1001-5000",4596,2
"1001-5000",4597,2
"1001-5000",4634,4
"1001-5000",4638,2
"1001-5000",4646,2
"1001-5000",4665,8
"1001-5000",4669,2
"1001-5000",4689,2
"1001-5000",4702,4
"1001-5000",4718,4
"1001-5000",4723,2
"1001-5000",4746,2
"1001-5000",4762,2
"1001-5000",4776,2
"1001-5000",4782,4
"1001-5000",4789,2
"1001-5000",4824,4
"1001-5000",4881,2
"1001-5000",4883,2
"1001-5000",4894,2
"1001-5000",4902,2
"1001-5000",4906,2
"1001-5000",4948,2
"101-200",111,24274
"101-200",120,51038
"101-200",170,28464
"101-200",175,18002
"101-200",189,21152
"201-500",201,16174
"201-500",206,14404
"201-500",219,17662
"201-500",223,13410
"201-500",225,19160
"201-500",229,16788
"201-500",230,19506
"201-500",251,12254
"201-500",256,11084
"201-500",273,10298
"201-500",275,11590
"201-500",285,10604
"201-500",288,10508
"201-500",304,9198
"201-500",322,8130
"201-500",338,7674
"201-500",349,8580
"201-500",370,9668
"201-500",387,5896
"201-500",391,5358
"201-500",402,5700
"201-500",405,8854
"201-500",483,3922
"201-500",490,5496
"21-50",21,45814
"21-50",26,43020
"21-50",38,65966
"21-50",43,38200
"21-50",47,53276
"500-1000",535,3782
"500-1000",552,3124
"500-1000",568,3088
"500-1000",572,2882
"500-1000",598,2972
"500-1000",602,2770
"500-1000",611,2658
"500-1000",641,2362
"500-1000",658,2206
"500-1000",666,2140
"500-1000",696,2116
"500-1000",718,2010
"500-1000",722,2050
"500-1000",735,2172
"500-1000",739,2226
"500-1000",760,2228
"500-1000",779,1940
"500-1000",783,1510
"500-1000",792,1632
"500-1000",809,2036
"500-1000",812,1512
"500-1000",829,1706
"500-1000",842,1372
"500-1000",851,1370
"500-1000",876,1204
"500-1000",881,1308
"500-1000",889,1428
"500-1000",902,1192
"500-1000",906,1154
"500-1000",915,1328
"500-1000",923,1090
"500-1000",936,1068
"500-1000",940,1380
"500-1000",949,1330
"500-1000",953,1022
"500-1000",966,934
"500-1000",971,936
"51-100",54,45604
"51-100",59,51586
"51-100",69,44642
"51-100",70,64130
"51-100",71,33208
"51-100",80,59648
"51-100",86,29516
GREATER 5000,5029,2
GREATER 5000,5083,2
GREATER 5000,5176,2
GREATER 5000,5225,2
GREATER 5000,5244,2
GREATER 5000,5408,2
GREATER 5000,5409,4
GREATER 5000,5423,2
GREATER 5000,5504,2
GREATER 5000,5545,2
GREATER 5000,5573,2
GREATER 5000,5608,2
GREATER 5000,5719,2
GREATER 5000,5721,2
GREATER 5000,5729,2
GREATER 5000,5751,2
GREATER 5000,5910,2
GREATER 5000,5988,2
GREATER 5000,6008,2
GREATER 5000,6040,2
GREATER 5000,6056,2
GREATER 5000,6136,2
GREATER 5000,6194,2
GREATER 5000,6275,2
GREATER 5000,6440,2
GREATER 5000,6499,2
GREATER 5000,6667,2
GREATER 5000,6777,2
GREATER 5000,7248,2
GREATER 5000,7832,4
GREATER 5000,9161,2
GREATER 5000,9431,2
GREATER 5000,9608,2
GREATER 5000,10027,2
GREATER 5000,10764,2
GREATER 5000,10862,2
GREATER 5000,12001,2
GREATER 5000,14353,2
GREATER 5000,58164,2
GREATER 5000,185577,2
OTHERS,-4490,2
OTHERS,-1028,2
OTHERS,-505,2
OTHERS,-504,2
OTHERS,-395,4
OTHERS,-378,2
OTHERS,-210,4
OTHERS,-141,4
OTHERS,-109,2
OTHERS,-77,2
OTHERS,-65,6
OTHERS,-64,2
OTHERS,-45,6
OTHERS,-36,8
OTHERS,-31,6
OTHERS,-17,8
OTHERS,-6,56
